Date,Calls,day,sin_day_of_week,cos_day_of_week,sin_month,cos_month,sin_week_of_year,cos_week_of_year,is_holiday
2017-01-01,219,1,-0.7818314824680299,0.6234898018587334,0.0,1.0,6.432490598706546e-16,1.0,1
2017-01-02,295,2,0.0,1.0,0.0,1.0,0.12053668025532305,0.992708874098054,1
2017-01-03,507,3,0.7818314824680298,0.6234898018587336,0.0,1.0,0.12053668025532305,0.992708874098054,0
2017-01-04,489,4,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.12053668025532305,0.992708874098054,0
2017-01-05,429,5,0.43388373911755823,-0.900968867902419,0.0,1.0,0.12053668025532305,0.992708874098054,0
2017-01-06,534,6,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.12053668025532305,0.992708874098054,0
2017-01-07,294,7,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.12053668025532305,0.992708874098054,0
2017-01-08,253,8,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.12053668025532305,0.992708874098054,0
2017-01-09,549,9,0.0,1.0,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-10,529,10,0.7818314824680298,0.6234898018587336,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-11,516,11,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-12,538,12,0.43388373911755823,-0.900968867902419,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-13,487,13,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-14,268,14,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-15,258,15,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.23931566428755774,0.970941817426052,0
2017-01-16,341,16,0.0,1.0,0.0,1.0,0.3546048870425356,0.9350162426854148,1
2017-01-17,696,17,0.7818314824680298,0.6234898018587336,0.0,1.0,0.3546048870425356,0.9350162426854148,0
2017-01-18,609,18,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.3546048870425356,0.9350162426854148,0
2017-01-19,623,19,0.43388373911755823,-0.900968867902419,0.0,1.0,0.3546048870425356,0.9350162426854148,0
2017-01-20,531,20,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.3546048870425356,0.9350162426854148,0
